ID_SCHOOL,TREATED,ID_STUDENT,FEMALE,AGE,LANGUAGE_SCORE_STD
42005,1,42005000170,1,10,0.498
42005,1,42005000171,1,10,-0.251
42005,1,42005000172,1,12,-0.887
42005,1,42005000173,1,12,0.566
42005,1,42005000174,0,12,0.126
42005,1,42005000175,1,10,-0.089
42005,1,42005000176,1,11,-0.339
42005,1,42005000177,1,10,0.843
42005,1,42005000178,0,11,-0.278
42005,1,42005000179,0,10,-0.969
42005,1,42005000180,1,11,1.393
42005,1,42005000181,0,11,0.436
42005,1,42005000182,1,10,-0.922
42005,1,42005000183,0,11,0.332
42005,1,42005000184,0,11,0.982
42005,1,42005000185,1,10,-0.61
42005,1,42005000186,1,11,-0.729
42005,1,42005000187,0,11,1.746
42005,1,42005000188,1,10,2.036
42005,1,42005000189,0,12,1.164
42005,1,42005000190,1,11,-0.177
42005,1,42005000191,1,10,-1.702
42005,1,42005000192,1,11,0.242
42005,1,42005000193,0,11,-0.057
42005,1,42005000194,0,11,-0.997
42005,1,42005000195,0,11,1.101
42005,1,42005000196,1,11,-0.308
42005,1,42005000197,1,12,2.666
42005,1,42005000198,1,12,0.875
42005,1,42005000199,1,11,1.706
42005,1,42005000200,1,12,-0.727
42005,1,42005000201,1,11,1.806
42005,1,42005000202,1,11,0.759
42005,1,42005000203,1,11,0.291
42005,1,42005000204,0,12,1.496
42006,1,42006000205,1,11,1.111
42006,1,42006000206,1,11,-0.696
42006,1,42006000207,1,11,0.206
42006,1,42006000208,1,11,0.403
42006,1,42006000209,0,12,-1.263
42006,1,42006000210,1,11,1.036
42006,1,42006000211,0,12,1.862
42006,1,42006000212,1,10,1.735
42006,1,42006000213,1,11,0.266
42006,1,42006000214,1,11,0.089
42006,1,42006000215,1,12,1.434
42006,1,42006000216,1,10,-0.773
42006,1,42006000217,1,11,0.01
42006,1,42006000218,0,11,0.657
42006,1,42006000219,1,11,0.495
42006,1,42006000220,1,10,-0.454
42006,1,42006000221,0,12,0.017
42006,1,42006000222,1,11,1.74
42006,1,42006000223,0,10,1.893
42006,1,42006000224,1,11,-1.162
42006,1,42006000225,1,11,-0.084
42006,1,42006000226,1,11,-0.692
42006,1,42006000227,0,11,-1.548
42006,1,42006000228,0,11,1.14
42006,1,42006000229,0,11,-0.662
42006,1,42006000230,0,10,0.166
42006,1,42006000231,1,10,-0.123
42006,1,42006000232,1,11,-0.376
42006,1,42006000233,1,11,-0.585
42006,1,42006000234,0,11,2.018
42006,1,42006000235,1,11,-0.16
42006,1,42006000236,0,11,-0.295
42006,1,42006000237,0,11,-0.398
42006,1,42006000238,1,11,0.174
42006,1,42006000239,1,11,-0.319
42006,1,42006000240,1,11,-0.853
42006,1,42006000241,1,10,-0.313
42006,1,42006000242,0,11,-1.295
42006,1,42006000243,1,11,-0.394
42006,1,42006000244,1,10,-1.311
42006,1,42006000245,0,11,0.12
42006,1,42006000246,0,11,0.343
42006,1,42006000247,0,10,0.214
42006,1,42006000248,1,10,0.165
42006,1,42006000249,0,11,-0.247
42006,1,42006000250,1,11,-0.312
42006,1,42006000251,1,11,1.465
42006,1,42006000252,0,11,-2.946
42006,1,42006000253,0,12,-0.433
42006,1,42006000254,1,11,-0.515
42006,1,42006000255,0,12,-0.327
42006,1,42006000256,1,11,0.852
42006,1,42006000257,0,12,0.836
42006,1,42006000258,0,11,-0.021
42006,1,42006000259,1,11,0.52
42006,1,42006000260,0,10,0.898
42007,0,42007000261,0,12,-0.251
42007,0,42007000262,1,12,-0.442
42007,0,42007000263,1,11,-1.344
42007,0,42007000264,0,10,1.187
42007,0,42007000265,1,11,0.877
42007,0,42007000266,0,11,-0.514
42007,0,42007000267,0,11,-0.642
42007,0,42007000268,0,10,-0.277
42007,0,42007000269,1,11,0.249
42007,0,42007000270,0,12,0.889
42007,0,42007000271,0,11,-0.62
42007,0,42007000272,0,12,-2.323
42007,0,42007000273,0,11,-0.647
42007,0,42007000274,0,11,-0.262
42007,0,42007000275,1,11,-0.911
42007,0,42007000276,1,11,-1.436
42007,0,42007000277,0,11,-1.451
42007,0,42007000278,1,10,0.658
42007,0,42007000279,0,11,1.662
42007,0,42007000280,0,12,-1.524
42007,0,42007000281,0,12,-0.159
42007,0,42007000282,0,11,1.007
42007,0,42007000283,1,11,-0.656
42007,0,42007000284,1,11,-1.664
42007,0,42007000285,0,12,-0.702
42007,0,42007000286,1,11,-0.664
42007,0,42007000287,1,10,0.355
42007,0,42007000288,1,10,0.815
42007,0,42007000289,1,12,0.333
42007,0,42007000290,0,10,-0.702
42007,0,42007000291,1,10,0.285
42007,0,42007000292,1,11,0.691
42007,0,42007000293,0,11,-0.211
42007,0,42007000294,1,11,1.109
42007,0,42007000295,1,11,-0.549
42007,0,42007000296,0,11,0.289
42007,0,42007000297,0,11,-0.71
42007,0,42007000298,1,12,-0.324
42007,0,42007000299,0,11,-0.03
42007,0,42007000300,0,11,1.708
42007,0,42007000301,0,11,-0.639
42007,0,42007000302,1,11,0.524
42008,0,42008000303,1,10,0.694
42008,0,42008000304,1,11,-0.128
42008,0,42008000305,1,12,0.453
42008,0,42008000306,0,11,-1.197
42008,0,42008000307,1,11,-0.359
42008,0,42008000308,0,11,-1.451
42008,0,42008000309,0,11,0.506
42008,0,42008000310,0,11,1.781
42008,0,42008000311,1,11,0.587
42008,0,42008000312,0,11,0.001
42008,0,42008000313,0,11,-0.514
42008,0,42008000314,0,10,-0.359
42008,0,42008000315,1,12,-0.254
42008,0,42008000316,0,11,-0.046
42008,0,42008000317,1,11,0.403
42008,0,42008000318,1,11,-0.951
42008,0,42008000319,1,11,0.624
42008,0,42008000320,0,12,0.27
42008,0,42008000321,0,12,0.414
42008,0,42008000322,1,12,-1.355
42008,0,42008000323,1,11,-0.174
42008,0,42008000324,1,11,0.744
42008,0,42008000325,1,12,0.777
42008,0,42008000326,0,11,0.972
42008,0,42008000327,1,11,0.012
42008,0,42008000328,1,11,-0.633
42008,0,42008000329,0,11,0.773
42008,0,42008000330,0,11,1.029
42008,0,42008000331,0,11,0.488
42008,0,42008000332,0,12,0.462
42008,0,42008000333,1,11,-0.195
42008,0,42008000334,1,11,-0.563
42008,0,42008000335,1,11,0.481
42008,0,42008000336,1,10,0.599
42008,0,42008000337,1,12,-0.252
42008,0,42008000338,1,12,-0.308
42008,0,42008000339,1,11,1.703
42009,1,42009000340,0,11,0.895
42009,1,42009000341,1,12,1.209
42009,1,42009000342,1,12,0.885
42009,1,42009000343,0,11,-0.205
42009,1,42009000344,0,11,0.852
42009,1,42009000345,0,11,0.909
42009,1,42009000346,0,10,-1.04
42009,1,42009000347,0,11,0.865
42009,1,42009000348,0,10,-0.672
42009,1,42009000349,0,10,-0.901
42009,1,42009000350,1,10,1.163
42009,1,42009000351,0,11,-1.413
42009,1,42009000352,1,11,1.974
42009,1,42009000353,0,11,-2.33
42009,1,42009000354,1,11,-2.291
42009,1,42009000355,0,11,-0.224
42009,1,42009000356,1,11,-1.285
42009,1,42009000357,1,12,0.883
42009,1,42009000358,0,11,-0.324
42009,1,42009000359,1,11,-0.207
42009,1,42009000360,0,12,0.153
42009,1,42009000361,1,11,-1.172
42009,1,42009000362,1,12,0.518
42009,1,42009000363,0,11,-0.718
42009,1,42009000364,1,12,0.192
42009,1,42009000365,0,11,-0.692
42009,1,42009000366,1,10,0.413
42009,1,42009000367,1,12,0.913
42009,1,42009000368,1,11,-0.609
42009,1,42009000369,1,11,-0.333
42009,1,42009000370,1,11,0.983
42009,1,42009000371,0,11,-0.962
42009,1,42009000372,0,11,-1.123
42009,1,42009000373,1,10,-0.767
42009,1,42009000374,1,12,1.663
42009,1,42009000375,0,11,-1.434
42009,1,42009000376,1,10,-1.451
42009,1,42009000377,0,11,-0.666
42009,1,42009000378,1,11,-0.33
42009,1,42009000379,1,12,-0.427
42009,1,42009000380,0,11,0.612
42009,1,42009000381,1,12,0.64
42009,1,42009000382,0,11,-0.488
42009,1,42009000383,1,11,0.507
42010,1,42010000384,0,12,1.48
42010,1,42010000385,1,10,-0.371
42010,1,42010000386,0,10,0.396
42010,1,42010000387,0,12,0.856
42010,1,42010000388,1,11,-1.96
42010,1,42010000389,1,10,-0.017
42010,1,42010000390,1,12,-1.442
42010,1,42010000391,1,11,2.302
42010,1,42010000392,0,11,-0.984
42010,1,42010000393,1,10,-0.683
42010,1,42010000394,1,11,0.176
42010,1,42010000395,1,10,-0.893
42010,1,42010000396,1,12,1.042
42010,1,42010000397,1,12,0.032
42010,1,42010000398,0,11,1.187
42010,1,42010000399,1,12,-0.062
42010,1,42010000400,0,11,-0.089
42010,1,42010000401,1,11,-0.132
42010,1,42010000402,0,11,1.499
42010,1,42010000403,0,11,-0.154
42010,1,42010000404,1,11,0.434
42010,1,42010000405,1,11,1
42010,1,42010000406,1,11,-1.984
42010,1,42010000407,1,11,-0.893
42010,1,42010000408,1,11,1.169
42010,1,42010000409,0,11,-0.641
42010,1,42010000410,1,12,0.816
42010,1,42010000411,1,11,-0.087
42010,1,42010000412,1,11,-0.807
42010,1,42010000413,1,11,0.269
42010,1,42010000414,0,11,0.598
42010,1,42010000415,1,10,1.275
42010,1,42010000416,1,10,-0.492
42010,1,42010000417,1,11,-1.056
42010,1,42010000418,0,12,-1.55
42010,1,42010000419,0,11,-0.37
42010,1,42010000420,1,12,1.237
42010,1,42010000421,1,11,-1.191
42011,0,42011000422,0,10,-0.162
42011,0,42011000423,1,11,0.093
42011,0,42011000424,1,10,0.036
42011,0,42011000425,0,12,-0.954
42011,0,42011000426,0,12,-0.723
42011,0,42011000427,1,12,-0.299
42011,0,42011000428,0,11,-1.012
42011,0,42011000429,1,11,-0.725
42011,0,42011000430,0,11,1.026
42011,0,42011000431,0,11,-0.186
42011,0,42011000432,0,11,0.769
42011,0,42011000433,1,11,0.639
42011,0,42011000434,0,11,-1.211
42011,0,42011000435,1,11,0.485
42011,0,42011000436,0,10,0.387
42011,0,42011000437,0,10,0.615
42011,0,42011000438,1,11,2.09
42011,0,42011000439,1,10,0.955
42011,0,42011000440,1,11,-1.626
42011,0,42011000441,1,11,0.065
42011,0,42011000442,1,11,-0.412
42011,0,42011000443,1,11,0.348
42011,0,42011000444,1,10,-0.135
42011,0,42011000445,1,10,0.38
42011,0,42011000446,1,12,-1.199
42011,0,42011000447,1,11,0.413
42011,0,42011000448,1,11,0.24
42011,0,42011000449,0,11,-0.683
42011,0,42011000450,1,12,1.24
42011,0,42011000451,0,11,0.557
42011,0,42011000452,1,10,0.99
42011,0,42011000453,0,11,2.559
42011,0,42011000454,1,11,0.473
42012,1,42012000455,0,11,-1.012
42012,1,42012000456,1,10,-1.311
42012,1,42012000457,1,10,1.705
42012,1,42012000458,1,11,1.583
42012,1,42012000459,1,11,1.861
42012,1,42012000460,1,11,-0.411
42012,1,42012000461,0,11,-0.098
42012,1,42012000462,0,11,0.039
42012,1,42012000463,1,11,-0.387
42012,1,42012000464,1,11,-0.547
42012,1,42012000465,0,11,0.381
42012,1,42012000466,1,11,-0.383
42012,1,42012000467,0,11,-0.532
42012,1,42012000468,0,11,0.532
42012,1,42012000469,0,11,-1.017
42012,1,42012000470,0,12,-0.729
42012,1,42012000471,1,11,2.505
42012,1,42012000472,0,11,0.291
42012,1,42012000473,1,11,-1.591
42012,1,42012000474,1,10,-0.669
42012,1,42012000475,1,12,2.411
42012,1,42012000476,1,10,0.279
42012,1,42012000477,1,11,99
42012,1,42012000478,1,10,-0.302
42012,1,42012000479,0,11,0.718
42012,1,42012000480,1,11,-1.193
42012,1,42012000481,0,11,-0.541
42012,1,42012000482,1,10,0.046
42012,1,42012000483,0,11,-0.483
42012,1,42012000484,1,10,-0.749
42012,1,42012000485,1,11,-0.616
42012,1,42012000486,1,11,0.884
42012,1,42012000487,1,12,0.832
42012,1,42012000488,1,11,-0.726
42012,1,42012000489,1,12,-2.433
42012,1,42012000490,1,11,0.122
42012,1,42012000491,1,11,-0.341
42012,1,42012000492,1,11,1.373
42012,1,42012000493,1,11,-0.838
42012,1,42012000494,0,11,-1.763
42012,1,42012000495,0,11,1.212
42012,1,42012000496,1,11,0.708
42013,0,42013000497,0,11,0.388
42013,0,42013000498,1,11,1.389
42013,0,42013000499,0,11,1.823
42013,0,42013000500,1,11,0.866
42013,0,42013000501,0,11,0.002
42013,0,42013000502,1,11,-0.143
42013,0,42013000503,1,11,0.268
42013,0,42013000504,1,10,1.638
42013,0,42013000505,0,11,0.015
42013,0,42013000506,1,11,-1.711
42013,0,42013000507,0,12,1.235
42013,0,42013000508,0,12,0.138
42013,0,42013000509,0,11,0.293
42013,0,42013000510,1,12,0.702
42013,0,42013000511,1,12,-0.279
42013,0,42013000512,0,11,-0.14
42013,0,42013000513,0,11,0.967
42013,0,42013000514,0,11,1.054
42013,0,42013000515,0,11,-0.035
42013,0,42013000516,1,11,-1.89
42013,0,42013000517,1,11,-1.275
42013,0,42013000518,0,11,0.71
42013,0,42013000519,1,12,-0.017
42013,0,42013000520,0,11,-1.002
42013,0,42013000521,1,11,1.476
42013,0,42013000522,1,11,-0.289
42013,0,42013000523,0,11,1.233
42013,0,42013000524,0,11,0.756
42013,0,42013000525,1,11,-1.78
42013,0,42013000526,1,11,-0.662
42013,0,42013000527,0,11,-0.955
42013,0,42013000528,1,11,-0.901
42014,1,42014000529,0,11,-0.51
42014,1,42014000530,1,10,-1.351
42014,1,42014000531,0,11,2.065
42014,1,42014000532,1,11,-0.592
42014,1,42014000533,1,11,1.241
42014,1,42014000534,1,12,1.921
42014,1,42014000535,0,10,1.103
42014,1,42014000536,1,11,2.349
42014,1,42014000537,0,11,-0.596
42014,1,42014000538,0,11,0.689
42014,1,42014000539,1,11,-0.393
42014,1,42014000540,1,11,-0.061
42014,1,42014000541,1,12,-0.5
42014,1,42014000542,1,10,-0.114
42014,1,42014000543,0,11,-1.265
42014,1,42014000544,1,10,0.085
42014,1,42014000545,1,11,-0.787
42014,1,42014000546,0,10,1.113
42014,1,42014000547,1,11,0.484
42014,1,42014000548,1,11,0.006
42014,1,42014000549,0,11,0.032
42014,1,42014000550,0,11,0.341
42014,1,42014000551,0,11,-1.03
42014,1,42014000552,1,11,1.873
42014,1,42014000553,1,11,0.385
42014,1,42014000554,0,11,0.813
42014,1,42014000555,1,11,0.078
42014,1,42014000556,1,11,-1.539
42014,1,42014000557,1,11,1.126
42014,1,42014000558,1,11,1.208
42014,1,42014000559,1,11,-1.31
42014,1,42014000560,1,12,0.29
42014,1,42014000561,1,11,0.399
42014,1,42014000562,1,11,1.906
42014,1,42014000563,1,11,-1.58
42015,1,42015000564,0,11,1.367
42015,1,42015000565,0,11,-1.102
42015,1,42015000566,0,11,1.193
42015,1,42015000567,1,11,-1.392
42015,1,42015000568,1,12,-0.438
42015,1,42015000569,0,11,0.994
42015,1,42015000570,0,11,1.332
42015,1,42015000571,0,11,0.97
42015,1,42015000572,1,12,2.78
42015,1,42015000573,0,10,1.362
42015,1,42015000574,1,11,-0.458
42015,1,42015000575,1,11,2.263
42015,1,42015000576,1,11,-1.322
42015,1,42015000577,1,11,0.342
42015,1,42015000578,1,11,-2.046
42015,1,42015000579,1,11,2.797
42015,1,42015000580,0,12,-0.127
42015,1,42015000581,0,11,0.127
42015,1,42015000582,1,11,-0.805
42015,1,42015000583,0,12,0.65
42015,1,42015000584,0,11,0.166
42015,1,42015000585,1,11,0.348
42015,1,42015000586,1,12,-0.552
42015,1,42015000587,0,11,0.573
42015,1,42015000588,0,10,0.834
42015,1,42015000589,1,11,-0.734
42015,1,42015000590,1,12,1.909
42015,1,42015000591,0,11,-2.12
42015,1,42015000592,1,11,0.157
42015,1,42015000593,1,10,0.651
42015,1,42015000594,0,11,0.789
42015,1,42015000595,0,10,-0.535
42015,1,42015000596,1,10,-0.807
42015,1,42015000597,0,11,1.15
42015,1,42015000598,0,11,-1.033
42015,1,42015000599,1,10,1.986
42015,1,42015000600,0,10,0.254
42015,1,42015000601,1,11,0.979
42015,1,42015000602,0,12,0.558
42015,1,42015000603,0,11,-0.061
42015,1,42015000604,1,11,-0.924
42015,1,42015000605,0,12,0.853
42015,1,42015000606,1,11,-0.267
42015,1,42015000607,0,11,-0.114
42015,1,42015000608,0,11,-0.029
42015,1,42015000609,1,11,-2.728
42015,1,42015000610,1,12,0.144
42015,1,42015000611,0,11,0.76
42015,1,42015000612,0,12,0.806
42015,1,42015000613,0,11,0.831
42015,1,42015000614,0,11,1.009
42015,1,42015000615,0,11,-1.159
42015,1,42015000616,1,11,-0.625
42015,1,42015000617,0,12,0.691
42015,1,42015000618,1,12,0.022
42015,1,42015000619,0,10,1.221
42015,1,42015000620,1,12,-0.017
42015,1,42015000621,1,11,0.161
42016,1,42016000622,1,10,1.035
42016,1,42016000623,0,11,0.063
42016,1,42016000624,0,11,-0.089
42016,1,42016000625,0,11,0.166
42016,1,42016000626,0,10,0.073
42016,1,42016000627,1,12,1.571
42016,1,42016000628,0,11,-0.341
42016,1,42016000629,1,11,-0.539
42016,1,42016000630,1,11,-0.748
42016,1,42016000631,0,11,1.604
42016,1,42016000632,0,11,-2.453
42016,1,42016000633,1,12,-0.709
42016,1,42016000634,0,10,0.148
42016,1,42016000635,1,10,-1.349
42016,1,42016000636,0,10,0.37
42016,1,42016000637,1,12,0.054
42016,1,42016000638,0,12,-1.231
42016,1,42016000639,0,10,0.05
42016,1,42016000640,0,11,0.875
42016,1,42016000641,0,11,-0.232
42016,1,42016000642,0,11,0.739
42016,1,42016000643,1,10,-0.909
42016,1,42016000644,1,11,0.876
42016,1,42016000645,1,11,0.348
42016,1,42016000646,0,12,-1.246
42016,1,42016000647,1,11,-1.021
42016,1,42016000648,0,11,0.697
42016,1,42016000649,1,11,1.147
42016,1,42016000650,0,12,-1.322
42016,1,42016000651,0,10,0.111
42017,1,42017000652,1,11,-0.132
42017,1,42017000653,0,11,1.103
42017,1,42017000654,0,10,0.487
42017,1,42017000655,1,10,0.125
42017,1,42017000656,0,12,-0.408
42017,1,42017000657,0,11,-1.079
42017,1,42017000658,1,11,-0.419
42017,1,42017000659,0,10,0.568
42017,1,42017000660,1,11,-0.787
42017,1,42017000661,0,10,-0.902
42017,1,42017000662,0,11,-0.445
42017,1,42017000663,1,10,0.018
42017,1,42017000664,1,11,1.446
42017,1,42017000665,1,10,-0.002
42017,1,42017000666,1,11,-0.844
42017,1,42017000667,1,9,0.709
42017,1,42017000668,1,9,-0.346
42017,1,42017000669,0,10,-2.156
42017,1,42017000670,0,11,-1.169
42017,1,42017000671,1,12,0.433
42017,1,42017000672,1,11,-0.191
42017,1,42017000673,1,11,1.164
42017,1,42017000674,0,11,-1.74
42017,1,42017000675,0,11,0.137
42017,1,42017000676,1,10,0.4
42017,1,42017000677,0,11,-0.146
42017,1,42017000678,1,10,0.192
42017,1,42017000679,0,11,-1.234
42017,1,42017000680,1,11,-0.423
42017,1,42017000681,0,12,-0.913
42017,1,42017000682,0,10,-1.856
42017,1,42017000683,0,11,-1.045
42017,1,42017000684,1,11,0.895
42017,1,42017000685,1,11,-0.754
42017,1,42017000686,0,11,-0.03
42017,1,42017000687,1,11,0.221
42017,1,42017000688,1,11,-0.614
42017,1,42017000689,1,10,0.141
42017,1,42017000690,1,10,-0.667
42017,1,42017000691,1,10,-1.091
42017,1,42017000692,0,12,1.207
42018,0,42018000693,1,11,1.269
42018,0,42018000694,1,10,-0.502
42018,0,42018000695,1,11,0.933
42018,0,42018000696,0,11,-0.536
42018,0,42018000697,1,10,1.906
42018,0,42018000698,1,12,0.733
42018,0,42018000699,1,11,0.781
42018,0,42018000700,0,11,-0.304
42018,0,42018000701,1,11,-0.496
42018,0,42018000702,0,11,-0.722
42018,0,42018000703,0,11,0.816
42018,0,42018000704,0,11,0.765
42018,0,42018000705,0,11,1.953
42018,0,42018000706,0,12,1.963
42018,0,42018000707,0,10,-1.128
42018,0,42018000708,1,12,1.53
42018,0,42018000709,0,11,0.165
42018,0,42018000710,0,11,1.011
42018,0,42018000711,0,11,-0.797
42018,0,42018000712,0,11,-1.208
42018,0,42018000713,1,10,-2.007
42018,0,42018000714,1,12,0.064
42018,0,42018000715,0,11,1.974
42018,0,42018000716,0,11,2.518
42018,0,42018000717,1,11,-0.183
42018,0,42018000718,0,11,-0.761
42018,0,42018000719,1,11,1.49
42018,0,42018000720,0,11,-0.644
42018,0,42018000721,0,11,-0.263
42018,0,42018000722,1,11,-0.561
42018,0,42018000723,0,11,-0.336
42018,0,42018000724,1,10,-1.697
42018,0,42018000725,0,11,1.581
42018,0,42018000726,1,11,-1.992
42018,0,42018000727,1,11,0.364
42018,0,42018000728,0,11,-0.635
42018,0,42018000729,1,11,-0.041
42018,0,42018000730,0,11,0.236
42018,0,42018000731,0,10,0.07
42018,0,42018000732,1,11,1.372
42018,0,42018000733,0,11,-0.813
42018,0,42018000734,0,11,-0.094
42018,0,42018000735,1,11,-0.213
42018,0,42018000736,0,11,1.057
42018,0,42018000737,1,10,1.207
42018,0,42018000738,0,12,-0.913
42018,0,42018000739,1,11,-1.293
42018,0,42018000740,0,11,-0.177
42019,0,42019000741,0,11,0.584
42019,0,42019000742,1,11,0.29
42019,0,42019000743,0,11,-0.935
42019,0,42019000744,1,11,0.482
42019,0,42019000745,0,10,-0.915
42019,0,42019000746,1,11,0.462
42019,0,42019000747,0,11,-1.278
42019,0,42019000748,0,11,-2.225
42019,0,42019000749,0,11,-0.753
42019,0,42019000750,1,11,-0.513
42019,0,42019000751,0,12,0.68
42019,0,42019000752,1,10,2.425
